text,label,clean_text
JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics ,anger,jv girls earn the w vs stonington  today goals by k waite and s winakor deluciaalexis  assist mhseccathletics 
JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics #relentless,anger,jv girls earn the w vs stonington  today goals by k waite and s winakor deluciaalexis  assist mhseccathletics relentless
White people irritate me.,anger,white people irritate me
"Y'all bitches be so angry and bitter, that must truly suck lol",anger,yall bitches be so angry and bitter that must truly suck lol
@daynutrition @sliqnicq @nytimes I don't listen to White Trash talk about blacks. It's insult. Talk about your race living in trailers,anger,daynutrition sliqnicq nytimes i dont listen to white trash talk about blacks its insult talk about your race living in trailers
We're going to get City in the next round for a revenge.,anger,were going to get city in the next round for a revenge
Me: *sees incense burner* is this for drugs?,anger,me sees incense burner is this for drugs
"@daemondave @paulkrugman Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?",anger,daemondave paulkrugman hey stupid that was bad intel to take bin laden out try again with your faux outrage i bet u admire putin right
@RobertB_Rice Awesome. Another non-native being offended on my behalf. We need more of you in the world. #SaidNoNDNEver. #Paternalism,anger,robertbrice awesome another nonnative being offended on my behalf we need more of you in the world saidnondnever paternalism
@JohnJHarwood @GWGMJ30 It's no secret: personal dislike of Trump &amp; animosity has always been present..now magnified with bigotry/racism etc.,anger,johnjharwood  its no secret personal dislike of trump amp animosity has always been presentnow magnified with bigotryracism etc
So then it's my turn. Soon as he says hi I just burst into tears lmaoo I was so overwhelmed.,anger,so then its my turn soon as he says hi i just burst into tears lmaoo i was so overwhelmed
@Gielnorian @HedonismGaming cmode grimrail made me want to eat angry bees,anger,gielnorian hedonismgaming cmode grimrail made me want to eat angry bees
"And getting offended or furious that a writers style isn;t to your taste is ultimately daft, I suppose.",anger,and getting offended or furious that a writers style isnt to your taste is ultimately daft i suppose
When u are strong u offend the weak &amp; insecure. STAY STRONG. Joshua 1:6-9 #god #internationaldayofpeace #actorslife,anger,when u are strong u offend the weak amp insecure stay strong joshua  god internationaldayofpeace actorslife
@o2academybham since when the fuck can you not stand at a concert? #raging,anger, since when the fuck can you not stand at a concert raging
@o2academybham since when the fuck can you not stand at a concert? ,anger, since when the fuck can you not stand at a concert 
My irritation level is at an all time high today ðŸ™ƒ,anger,my irritation level is at an all time high today ðÿ™ƒ
@jagtron1 blacks are good at provoke them selfs blaming on white when black cops shooting blacks,anger, blacks are good at provoke them selfs blaming on white when black cops shooting blacks
@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity,anger,piggiewhopays lmao i can only imagine the frown across that face of yours hilarity
#ADP's #ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!,anger,adps ezlabor web portal has to be the slowest web app i have ever had the displeasure of using
We are raging angry.=1/2 bil $ for 2 pro Liars.(Actors) the most useless people in america Where is ours for working 100 X harder? @FoxNews,anger,we are raging  bil  for  pro liarsactors the most useless people in america where is ours for working  x harder foxnews
@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.,anger,datguydark i wouldnt fret theres too many opportunities in life to worry about one not working out
@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #outrage #Victim,anger,alour  you should force your neighbours to pay that  those people have some nerve  outrage victim
@clppng #offended the tonys have found a way to leave me out and now y'all have too,anger,clppng offended the tonys have found a way to leave me out and now yall have too
Here's a tip for everyone: Stop being offended. End.  #quit #youredumb #liveyourownlife,anger,heres a tip for everyone stop being offended end  quit youredumb liveyourownlife
Here's a tip for everyone: Stop being offended. End. #offended #quit #youredumb #liveyourownlife,anger,heres a tip for everyone stop being offended end offended quit youredumb liveyourownlife
These NA kids are relentless,anger,these na kids are relentless
Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part,anger,finally uploaded the file i needed to the university servers drop box it took like half an hour and a lot of cursing and anger on my part
"@MagicAndFangs 'Just by getting lost! I don't want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily.",anger,magicandfangs just by getting lost i dont want to see you in my eyes hungary huffed and crossed her arms looking away angrily
"Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you'll be absolutely miserable with the #tantrums.",anger,pro tip go back to work when your kid reaches  mos old  stay home any longer and youll be absolutely miserable with the tantrums
"Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you'll be absolutely miserable with the .",anger,pro tip go back to work when your kid reaches  mos old  stay home any longer and youll be absolutely miserable with the 
Me and these burns that I pick up off the pitches don't get on at all like ðŸ˜¢ðŸ˜¢ #sting,anger,me and these burns that i pick up off the pitches dont get on at all like ðÿ˜¢ðÿ˜¢ sting
Me and these burns that I pick up off the pitches don't get on at all like ðŸ˜¢ðŸ˜¢ ,anger,me and these burns that i pick up off the pitches dont get on at all like ðÿ˜¢ðÿ˜¢ 
Imagine being bitter when your bias is dating &amp; sending threats to their partner. Like why? That's nasty. And they don't even know you exist,anger,imagine being bitter when your bias is dating amp sending threats to their partner like why thats nasty and they dont even know you exist
Every dancers dream song #snap #worldpower,anger,every dancers dream song snap worldpower
Every dancers dream song  #worldpower,anger,every dancers dream song  worldpower
@kjwinston11 2.  the N-word. But I think all Afr-Am are entitled to it: we shouldn't take away from them the insult they have claimed back.,anger,   the nword but i think all afram are entitled to it we shouldnt take away from them the insult they have claimed back
Having one of those #angry days. I will have to stop watching #news.,anger,having one of those angry days i will have to stop watching news
@laureeenwillam can't cope wi her sour face and tiny pout ðŸ˜¡ðŸ˜¡,anger,laureeenwillam cant cope wi her sour face and tiny pout ðÿ˜¡ðÿ˜¡
Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #angry #unfair #ugh,anger,karev better not be out or i am seriously done done with greysabc  angry unfair ugh
"@FoxNews #Poor = #angry and justly so. Offer people some hope! My god, does anyone see this?! #Education should not be for the #elite",anger,foxnews poor  angry and justly so offer people some hope my god does anyone see this education should not be for the elite
Howard Webb always held up as knowing the answers. No red. Sutton and Craigan raging! Hahaha,anger,howard webb always held up as knowing the answers no red sutton and craigan raging hahaha
ICQ is just making me mad!!!ðŸ˜¤ #icq #angry,anger,icq is just making me madðÿ˜¤ icq angry
ICQ is just making me mad!!!ðŸ˜¤ #icq ,anger,icq is just making me madðÿ˜¤ icq 
Ppl like that irritate my soul,anger,ppl like that irritate my soul
Why is it always me picking up the pieces :/ #angry,anger,why is it always me picking up the pieces  angry
Why is it always me picking up the pieces :/ ,anger,why is it always me picking up the pieces  
"I've learned to let go of resentment for people who have hurt me, because keeping it is like swallowing poison and expecting them to die.",anger,ive learned to let go of resentment for people who have hurt me because keeping it is like swallowing poison and expecting them to die
Pride and Prejudice is a modern day Keeping up with the Kardashians' - @howsyourdaybin .............I've never been so offended in my life,anger,pride and prejudice is a modern day keeping up with the kardashians  howsyourdaybin ive never been so offended in my life
The outrage over Kessel's tweet by butthurt USA players is hilarious.,anger,the outrage over kessels tweet by butthurt usa players is hilarious
@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming,anger,callumpinner you came in at silly oclock and woke me up thats what happened wasted fuming
